index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,datetime 
20382,50,services,married,secondary,no,0,yes,no,cellular,27,mar,689,2,-1,0,unknown,no,2024-03-01
20388,33,entrepreneur,married,tertiary,no,114,no,yes,cellular,28,jul,57,3,-1,0,unknown,no,2024-07-01
20405,33,technician,married,secondary,no,181,yes,yes,telephone,28,jul,265,2,-1,0,unknown,no,2024-07-01
20410,58,management,single,tertiary,no,331,no,yes,cellular,28,jul,82,3,-1,0,unknown,no,2024-07-01
20415,53,entrepreneur,single,unknown,no,202,no,no,cellular,28,jul,106,3,-1,0,unknown,no,2024-07-01
20418,38,services,married,secondary,no,0,yes,no,cellular,20,apr,506,2,-1,0,unknown,no,2024-04-01
20420,48,housemaid,married,secondary,no,513,no,yes,cellular,28,jul,939,3,-1,0,unknown,yes,2024-07-01
20449,60,technician,married,secondary,no,2041,no,no,telephone,28,jul,108,7,-1,0,unknown,no,2024-07-01
20454,28,technician,single,secondary,no,181,yes,no,cellular,28,jul,139,3,-1,0,unknown,no,2024-07-01
20457,29,blue-collar,married,secondary,no,246,yes,no,cellular,28,jul,194,5,-1,0,unknown,no,2024-07-01
20458,35,blue-collar,married,secondary,no,209,yes,yes,telephone,28,jul,66,2,-1,0,unknown,no,2024-07-01
20461,42,services,married,secondary,no,98,yes,no,telephone,28,jul,228,2,-1,0,unknown,no,2024-07-01
20462,43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,3,-1,0,unknown,yes,2024-07-01
20463,59,housemaid,married,primary,no,0,no,yes,telephone,28,jul,40,2,-1,0,unknown,no,2024-07-01
20468,58,self-employed,married,tertiary,no,794,no,yes,telephone,28,jul,130,9,-1,0,unknown,no,2024-07-01
20469,34,admin.,married,secondary,no,1655,yes,no,cellular,28,jul,49,2,-1,0,unknown,no,2024-07-01
20470,48,self-employed,married,tertiary,no,147,no,yes,cellular,28,jul,295,4,-1,0,unknown,no,2024-07-01
20474,32,technician,married,secondary,no,659,no,yes,cellular,28,jul,446,2,-1,0,unknown,no,2024-07-01
20476,26,blue-collar,single,primary,no,1538,no,yes,cellular,28,jul,97,3,-1,0,unknown,no,2024-07-01
20477,49,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,2,-1,0,unknown,yes,2024-07-01
20478,50,technician,married,secondary,no,2972,no,no,cellular,28,jul,73,5,-1,0,unknown,no,2024-07-01
20479,40,technician,single,secondary,no,134,yes,yes,cellular,28,jul,126,2,-1,0,unknown,no,2024-07-01
20481,28,admin.,married,secondary,no,157,yes,yes,cellular,28,jul,164,2,-1,0,unknown,no,2024-07-01
20493,49,services,married,tertiary,no,475,yes,no,cellular,28,jul,273,2,-1,0,unknown,no,2024-07-01
20495,42,housemaid,married,primary,no,1,yes,no,telephone,28,jul,59,5,-1,0,unknown,no,2024-07-01
20497,48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,jul,431,2,-1,0,unknown,yes,2024-07-01
20500,38,housemaid,married,secondary,no,-278,yes,no,cellular,28,jul,143,2,-1,0,unknown,no,2024-07-01
20502,33,services,married,secondary,no,90,yes,no,cellular,17,apr,170,2,263,2,failure,no,2024-04-01
20522,33,services,married,secondary,no,837,yes,no,cellular,28,jul,301,2,-1,0,unknown,no,2024-07-01
20550,28,technician,single,secondary,no,-97,no,no,cellular,28,jul,96,4,-1,0,unknown,no,2024-07-01
20551,33,entrepreneur,married,tertiary,no,407,yes,no,cellular,28,jul,189,2,-1,0,unknown,no,2024-07-01
20556,55,technician,single,tertiary,no,-528,no,no,cellular,28,jul,246,2,-1,0,unknown,no,2024-07-01
20569,32,admin.,married,secondary,no,2468,yes,yes,cellular,28,jul,131,4,-1,0,unknown,no,2024-07-01
20584,45,entrepreneur,married,tertiary,no,219,yes,yes,cellular,28,jul,118,4,-1,0,unknown,no,2024-07-01
20586,59,self-employed,married,primary,no,0,yes,no,telephone,28,jul,97,2,-1,0,unknown,no,2024-07-01
20597,59,retired,married,primary,no,824,yes,no,telephone,28,jul,81,3,-1,0,unknown,no,2024-07-01
20605,59,blue-collar,divorced,secondary,no,-361,no,yes,cellular,28,jul,247,3,-1,0,unknown,no,2024-07-01
20606,41,management,married,secondary,no,49,yes,no,cellular,28,jul,534,8,-1,0,unknown,no,2024-07-01
20618,29,management,single,tertiary,no,91,yes,no,telephone,28,jul,426,4,-1,0,unknown,no,2024-07-01
20630,35,technician,married,secondary,no,1508,no,no,cellular,28,jul,339,8,-1,0,unknown,no,2024-07-01
20635,32,admin.,single,secondary,no,976,yes,no,cellular,28,jul,644,3,-1,0,unknown,no,2024-07-01
20638,35,blue-collar,single,primary,no,-631,yes,no,cellular,28,jul,124,3,-1,0,unknown,no,2024-07-01
20652,36,management,single,tertiary,no,1743,yes,no,cellular,28,jul,428,2,-1,0,unknown,no,2024-07-01
20661,39,unemployed,married,secondary,no,74,yes,no,cellular,28,jul,71,6,-1,0,unknown,no,2024-07-01
20663,45,admin.,married,secondary,no,1214,yes,no,cellular,2,feb,150,2,189,2,failure,no,2024-02-01
20666,30,services,married,secondary,no,208,no,yes,cellular,28,jul,213,3,-1,0,unknown,no,2024-07-01
20671,35,services,divorced,secondary,no,742,no,no,cellular,28,jul,83,7,-1,0,unknown,no,2024-07-01
20675,56,services,married,secondary,no,4763,yes,no,telephone,28,jul,106,6,-1,0,unknown,no,2024-07-01
20676,56,services,married,secondary,no,4763,yes,no,telephone,20,nov,233,4,115,6,failure,no,2024-11-01
20689,56,technician,married,secondary,no,124,yes,no,cellular,28,jul,341,12,-1,0,unknown,no,2024-07-01
20692,35,admin.,married,tertiary,no,0,yes,no,cellular,28,jul,151,7,-1,0,unknown,no,2024-07-01
20697,48,technician,married,secondary,no,0,no,no,cellular,28,jul,240,3,-1,0,unknown,no,2024-07-01
20718,31,blue-collar,married,primary,no,48,yes,no,cellular,28,jul,209,4,-1,0,unknown,no,2024-07-01
20720,27,admin.,single,secondary,no,192,no,no,telephone,28,jul,1076,17,-1,0,unknown,yes,2024-07-01
20722,47,blue-collar,married,primary,no,0,yes,yes,telephone,28,jul,107,3,-1,0,unknown,no,2024-07-01
20723,40,admin.,single,secondary,no,419,no,yes,cellular,28,jul,100,16,-1,0,unknown,no,2024-07-01
20726,44,blue-collar,married,secondary,no,841,no,no,cellular,28,jul,504,4,-1,0,unknown,no,2024-07-01
20727,49,services,married,primary,no,0,no,no,telephone,28,jul,127,7,-1,0,unknown,no,2024-07-01
20728,32,blue-collar,single,primary,no,60,yes,no,cellular,28,jul,136,2,-1,0,unknown,no,2024-07-01
20732,27,blue-collar,single,primary,no,1,yes,no,cellular,28,jul,120,6,-1,0,unknown,no,2024-07-01
20735,30,blue-collar,single,secondary,no,567,yes,no,cellular,28,jul,317,5,-1,0,unknown,no,2024-07-01
20738,59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,feb,69,2,-1,0,unknown,no,2024-02-01
20745,51,admin.,single,secondary,no,2130,yes,no,telephone,28,jul,126,8,-1,0,unknown,no,2024-07-01
20747,44,blue-collar,married,secondary,no,337,yes,no,telephone,28,jul,257,3,-1,0,unknown,no,2024-07-01
20750,39,technician,single,tertiary,no,54,yes,no,cellular,3,apr,204,2,248,12,failure,no,2024-04-01
20752,47,management,single,tertiary,no,216,yes,no,cellular,29,jul,193,10,-1,0,unknown,no,2024-07-01
20753,31,self-employed,married,tertiary,no,3,yes,no,cellular,29,jul,215,4,-1,0,unknown,no,2024-07-01
20754,34,blue-collar,married,secondary,no,156,yes,no,cellular,29,jul,393,3,-1,0,unknown,no,2024-07-01
20760,32,blue-collar,single,primary,no,882,no,yes,cellular,29,jul,80,8,-1,0,unknown,no,2024-07-01
20763,57,services,married,primary,no,1700,yes,no,cellular,29,jul,178,12,-1,0,unknown,no,2024-07-01
20769,41,services,married,primary,no,812,yes,yes,cellular,29,jul,117,3,-1,0,unknown,no,2024-07-01
20772,42,technician,divorced,secondary,no,-78,yes,yes,cellular,29,jul,10,23,-1,0,unknown,no,2024-07-01
20773,26,blue-collar,single,primary,yes,344,no,yes,cellular,29,jul,62,4,-1,0,unknown,no,2024-07-01
20777,49,services,married,secondary,yes,-249,no,no,cellular,29,jul,234,5,-1,0,unknown,no,2024-07-01
20778,47,services,married,secondary,no,3333,yes,yes,cellular,29,jul,114,2,-1,0,unknown,no,2024-07-01
20781,45,services,married,unknown,no,9,yes,no,telephone,29,jul,186,2,-1,0,unknown,no,2024-07-01
20793,40,management,married,tertiary,no,-495,no,yes,cellular,29,jul,303,2,-1,0,unknown,no,2024-07-01
20797,53,blue-collar,married,unknown,no,5624,no,no,cellular,29,jul,153,2,-1,0,unknown,no,2024-07-01
20816,58,management,married,tertiary,no,1517,yes,no,telephone,29,jul,7,5,-1,0,unknown,no,2024-07-01
20818,58,management,married,secondary,no,407,yes,no,cellular,29,jul,145,2,-1,0,unknown,no,2024-07-01
20834,31,blue-collar,married,secondary,no,892,yes,no,cellular,29,jul,25,22,-1,0,unknown,no,2024-07-01
20838,32,services,single,secondary,no,91,no,no,cellular,29,jul,241,5,-1,0,unknown,no,2024-07-01
20846,36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,102,3,-1,0,unknown,no,2024-07-01
20848,51,blue-collar,divorced,primary,no,5,no,no,cellular,29,jul,600,2,-1,0,unknown,yes,2024-07-01
20866,49,admin.,divorced,secondary,no,1697,no,yes,cellular,29,jul,184,4,-1,0,unknown,no,2024-07-01
20867,43,blue-collar,married,secondary,no,1149,no,no,telephone,29,jul,237,2,-1,0,unknown,no,2024-07-01
20891,43,unknown,married,primary,no,2113,no,no,cellular,29,jul,33,2,-1,0,unknown,no,2024-07-01
20904,36,management,married,tertiary,no,4,no,yes,cellular,29,jul,261,6,-1,0,unknown,no,2024-07-01
20910,26,blue-collar,single,secondary,no,-84,yes,yes,cellular,29,jul,63,5,-1,0,unknown,no,2024-07-01
20915,26,blue-collar,single,secondary,no,114,no,yes,cellular,29,jul,361,4,-1,0,unknown,no,2024-07-01
20916,42,unemployed,married,secondary,no,250,yes,no,cellular,29,jul,247,3,-1,0,unknown,no,2024-07-01
20918,32,technician,married,secondary,no,342,yes,no,cellular,29,jul,146,3,-1,0,unknown,no,2024-07-01
20919,56,blue-collar,married,secondary,no,659,yes,no,cellular,29,jul,64,3,-1,0,unknown,no,2024-07-01
20925,42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no,2024-08-01
20926,52,blue-collar,married,primary,no,1331,yes,no,cellular,29,jul,213,2,-1,0,unknown,no,2024-07-01
20928,46,self-employed,married,tertiary,no,1148,no,no,telephone,29,jul,104,2,-1,0,unknown,no,2024-07-01
20929,32,admin.,single,tertiary,no,138,no,yes,cellular,29,jul,57,4,-1,0,unknown,no,2024-07-01
20932,44,technician,married,secondary,no,1226,yes,yes,cellular,29,jul,51,2,-1,0,unknown,no,2024-07-01
20938,36,unemployed,married,secondary,no,-129,yes,no,cellular,29,jul,121,3,-1,0,unknown,no,2024-07-01
20941,41,admin.,divorced,secondary,no,261,yes,no,cellular,29,jul,797,15,-1,0,unknown,no,2024-07-01
20952,52,admin.,married,secondary,no,5517,yes,yes,cellular,29,jul,163,2,-1,0,unknown,no,2024-07-01
20957,34,services,divorced,secondary,no,5934,yes,no,cellular,29,jul,82,7,-1,0,unknown,no,2024-07-01
20961,48,unemployed,married,primary,no,0,no,no,cellular,21,nov,213,2,-1,0,unknown,no,2024-11-01
20968,34,admin.,married,secondary,no,147,yes,yes,cellular,29,jul,57,7,-1,0,unknown,no,2024-07-01
20970,25,services,single,unknown,no,342,no,no,cellular,29,jul,281,4,-1,0,unknown,no,2024-07-01
20971,39,housemaid,married,secondary,no,0,yes,no,cellular,29,jul,218,4,-1,0,unknown,no,2024-07-01
20982,57,services,married,secondary,no,1301,yes,no,cellular,29,jul,63,2,-1,0,unknown,no,2024-07-01
20985,45,management,single,tertiary,no,2532,no,no,cellular,29,jul,64,6,-1,0,unknown,no,2024-07-01
21008,36,self-employed,married,tertiary,no,2017,no,no,cellular,29,jul,246,18,-1,0,unknown,no,2024-07-01
21013,30,blue-collar,married,secondary,no,215,yes,no,cellular,29,jul,127,9,-1,0,unknown,no,2024-07-01
21014,35,blue-collar,married,primary,no,-312,yes,yes,telephone,29,jul,38,3,-1,0,unknown,no,2024-07-01
21018,54,admin.,married,unknown,no,1044,yes,no,cellular,29,jul,597,5,-1,0,unknown,no,2024-07-01
21019,31,management,married,tertiary,no,1839,yes,no,cellular,29,jul,109,8,-1,0,unknown,no,2024-07-01
21038,59,services,married,primary,no,4295,no,no,telephone,29,jul,129,3,-1,0,unknown,no,2024-07-01
21045,56,technician,married,secondary,no,332,no,no,telephone,29,jul,207,3,-1,0,unknown,no,2024-07-01
21049,52,unknown,married,primary,no,247,no,no,cellular,29,jul,268,6,-1,0,unknown,no,2024-07-01
21076,47,housemaid,divorced,primary,no,617,no,no,telephone,29,jul,119,7,-1,0,unknown,no,2024-07-01
21084,42,blue-collar,married,primary,no,2273,yes,no,cellular,18,nov,253,1,112,2,failure,no,2024-11-01
21087,39,blue-collar,married,secondary,no,2457,no,no,cellular,29,jul,284,3,-1,0,unknown,no,2024-07-01
21091,32,technician,married,tertiary,no,-252,yes,no,cellular,29,jul,52,4,-1,0,unknown,no,2024-07-01
21098,48,blue-collar,married,primary,no,1850,yes,no,cellular,29,jul,61,1,-1,0,unknown,no,2024-07-01
21119,56,retired,divorced,secondary,no,-82,no,yes,cellular,29,jul,234,6,-1,0,unknown,no,2024-07-01
21129,42,self-employed,married,secondary,no,1508,yes,no,cellular,29,jul,178,3,-1,0,unknown,no,2024-07-01
21131,34,technician,married,tertiary,no,477,no,no,telephone,29,jul,128,11,-1,0,unknown,no,2024-07-01
21140,31,entrepreneur,single,tertiary,no,566,yes,no,cellular,29,jul,333,8,-1,0,unknown,no,2024-07-01
21148,39,management,married,tertiary,no,-409,yes,no,cellular,29,jul,590,23,-1,0,unknown,no,2024-07-01
21150,43,unemployed,married,secondary,no,1630,no,no,cellular,29,jul,153,3,-1,0,unknown,no,2024-07-01
21170,25,services,single,secondary,no,5,no,yes,cellular,30,jul,84,6,-1,0,unknown,no,2024-07-01
21172,57,retired,married,primary,no,2927,no,yes,telephone,30,jul,78,5,-1,0,unknown,no,2024-07-01
21179,51,technician,divorced,unknown,no,3560,yes,no,cellular,30,jul,334,6,-1,0,unknown,no,2024-07-01
21192,41,management,married,tertiary,no,15,yes,no,cellular,30,jul,59,2,-1,0,unknown,no,2024-07-01
21200,60,retired,divorced,secondary,no,1382,no,no,cellular,30,jul,112,10,-1,0,unknown,no,2024-07-01
21224,47,admin.,single,secondary,no,-874,yes,no,cellular,30,jul,528,2,-1,0,unknown,no,2024-07-01
21225,42,technician,single,secondary,no,746,no,no,cellular,30,jul,86,2,-1,0,unknown,no,2024-07-01
21226,45,admin.,married,secondary,no,3307,no,no,cellular,30,jul,129,2,-1,0,unknown,no,2024-07-01
21233,51,services,divorced,secondary,no,0,no,no,telephone,30,jul,273,4,-1,0,unknown,no,2024-07-01
21237,43,blue-collar,married,primary,no,548,no,no,cellular,30,jul,100,9,-1,0,unknown,no,2024-07-01
21246,58,management,divorced,secondary,no,3161,no,no,telephone,30,jul,542,2,-1,0,unknown,yes,2024-07-01
21247,47,self-employed,married,tertiary,no,192,no,no,telephone,30,jul,120,6,-1,0,unknown,no,2024-07-01
21257,37,admin.,divorced,tertiary,no,43,yes,no,cellular,30,jul,65,2,-1,0,unknown,no,2024-07-01
21260,50,technician,divorced,secondary,no,1303,no,no,telephone,30,jul,274,2,-1,0,unknown,no,2024-07-01
21271,38,technician,single,tertiary,no,2350,no,no,cellular,30,jul,101,2,-1,0,unknown,no,2024-07-01
21288,45,technician,divorced,secondary,no,245,yes,no,cellular,30,jul,76,3,-1,0,unknown,no,2024-07-01
21299,51,retired,divorced,primary,no,1193,yes,no,cellular,30,jul,85,2,-1,0,unknown,no,2024-07-01
21302,44,management,married,secondary,no,488,no,yes,cellular,29,jan,138,2,183,11,failure,no,2024-01-01
21307,55,services,married,secondary,no,96,no,no,telephone,30,jul,340,2,-1,0,unknown,no,2024-07-01
21309,51,blue-collar,divorced,primary,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no,2024-07-01
21337,41,management,single,tertiary,no,1373,no,no,cellular,30,jul,81,2,-1,0,unknown,no,2024-07-01
21341,36,entrepreneur,single,secondary,no,296,no,no,cellular,18,nov,67,2,111,2,failure,no,2024-11-01
21347,54,admin.,married,primary,no,0,no,no,cellular,30,jul,255,2,-1,0,unknown,no,2024-07-01
21348,39,services,married,secondary,no,861,yes,no,cellular,30,jul,218,4,-1,0,unknown,no,2024-07-01
21351,60,retired,married,secondary,no,5632,yes,no,cellular,30,jul,380,7,-1,0,unknown,no,2024-07-01
21354,54,technician,married,secondary,no,273,yes,no,cellular,30,jul,55,3,-1,0,unknown,no,2024-07-01
21365,54,admin.,divorced,secondary,no,1383,yes,yes,cellular,30,jul,622,4,-1,0,unknown,no,2024-07-01
21366,47,management,divorced,tertiary,no,8226,yes,no,cellular,30,jul,137,2,-1,0,unknown,no,2024-07-01
21381,45,management,married,primary,no,321,yes,no,cellular,30,jul,918,4,-1,0,unknown,no,2024-07-01
21387,44,services,married,secondary,no,1335,yes,no,cellular,30,jul,94,5,-1,0,unknown,no,2024-07-01
21388,59,management,married,primary,no,3831,no,no,telephone,30,jul,87,4,-1,0,unknown,no,2024-07-01
21392,29,housemaid,married,secondary,no,1082,no,yes,cellular,30,jul,77,4,-1,0,unknown,no,2024-07-01
21399,44,unemployed,married,primary,no,51,no,no,cellular,30,jul,289,4,-1,0,unknown,no,2024-07-01
21405,41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,unknown,yes,2024-07-01
21408,59,retired,married,secondary,no,3414,no,no,telephone,30,jul,117,6,-1,0,unknown,no,2024-07-01
21410,36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,4,-1,0,unknown,yes,2024-07-01
21411,58,unemployed,single,secondary,no,1013,yes,no,cellular,30,jul,341,5,-1,0,unknown,no,2024-07-01
21413,41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,-1,0,unknown,yes,2024-07-01
21416,51,technician,married,secondary,yes,61,no,yes,telephone,30,jul,27,20,-1,0,unknown,no,2024-07-01
21418,35,management,married,tertiary,no,648,no,no,cellular,30,jul,674,2,-1,0,unknown,no,2024-07-01
21453,41,unknown,married,unknown,no,779,no,no,cellular,30,jul,647,10,-1,0,unknown,no,2024-07-01
21454,32,services,married,secondary,no,-31,no,yes,telephone,30,jul,96,6,-1,0,unknown,no,2024-07-01
21462,33,blue-collar,married,secondary,no,328,yes,no,cellular,18,nov,160,2,182,1,failure,no,2024-11-01
21468,54,management,single,secondary,no,555,no,yes,cellular,30,jul,117,11,-1,0,unknown,no,2024-07-01
21475,42,unemployed,single,secondary,no,2613,yes,no,cellular,30,jul,174,6,-1,0,unknown,no,2024-07-01
21478,32,admin.,married,secondary,no,167,yes,no,cellular,30,jul,103,6,-1,0,unknown,no,2024-07-01
21480,58,management,married,tertiary,no,591,yes,no,cellular,30,jul,233,3,-1,0,unknown,no,2024-07-01
21481,30,services,single,secondary,no,726,yes,yes,cellular,30,jul,109,3,-1,0,unknown,no,2024-07-01
21483,27,housemaid,married,primary,no,3,yes,yes,cellular,30,jul,64,4,-1,0,unknown,no,2024-07-01
21501,46,retired,married,secondary,no,119,no,yes,cellular,30,jul,85,2,-1,0,unknown,no,2024-07-01
21504,52,management,divorced,tertiary,no,147,no,no,cellular,30,jul,90,4,-1,0,unknown,no,2024-07-01
21509,30,admin.,single,secondary,no,330,no,yes,cellular,30,jul,115,5,-1,0,unknown,no,2024-07-01
21525,37,management,single,tertiary,no,2173,no,no,cellular,21,nov,158,3,114,1,failure,no,2024-11-01
21545,26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,95,5,-1,0,unknown,no,2024-07-01
21547,55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94,4,-1,0,unknown,no,2024-07-01
21553,59,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,yes,2024-07-01
21560,57,retired,divorced,secondary,no,39,yes,no,cellular,30,jul,354,3,-1,0,unknown,no,2024-07-01
21561,48,blue-collar,married,secondary,no,305,no,no,telephone,30,jul,169,3,-1,0,unknown,no,2024-07-01
21563,27,management,single,tertiary,no,1,yes,no,cellular,30,jul,764,4,-1,0,unknown,yes,2024-07-01
21567,48,admin.,married,tertiary,no,1015,no,yes,telephone,30,jul,100,3,-1,0,unknown,no,2024-07-01
21585,31,blue-collar,married,secondary,no,29,no,no,cellular,30,jul,130,3,-1,0,unknown,no,2024-07-01
21587,59,management,married,tertiary,no,123,yes,no,cellular,30,jul,70,6,-1,0,unknown,no,2024-07-01
21588,30,admin.,single,secondary,no,285,yes,no,cellular,30,jul,68,11,-1,0,unknown,no,2024-07-01
21594,56,unemployed,divorced,tertiary,no,0,yes,no,cellular,30,jul,1259,6,-1,0,unknown,no,2024-07-01
21595,27,technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,yes,2024-07-01
21598,25,blue-collar,married,secondary,no,-288,no,yes,cellular,30,jul,311,4,-1,0,unknown,no,2024-07-01
21599,49,admin.,divorced,secondary,no,769,no,no,cellular,30,jul,157,4,-1,0,unknown,no,2024-07-01
21600,27,housemaid,single,secondary,yes,-319,no,yes,cellular,30,jul,89,2,-1,0,unknown,no,2024-07-01
21603,30,management,single,secondary,no,-62,no,yes,cellular,30,jul,117,17,-1,0,unknown,no,2024-07-01
21609,48,self-employed,married,tertiary,no,0,no,no,cellular,30,jul,100,5,-1,0,unknown,no,2024-07-01
21637,59,blue-collar,married,primary,no,-209,no,no,telephone,30,jul,215,3,-1,0,unknown,no,2024-07-01
21643,29,blue-collar,married,primary,no,630,yes,no,cellular,30,jul,219,5,-1,0,unknown,no,2024-07-01
21644,44,self-employed,married,unknown,no,680,yes,no,telephone,30,jul,84,4,-1,0,unknown,no,2024-07-01
21646,26,services,married,secondary,yes,13,yes,yes,cellular,30,jul,21,25,-1,0,unknown,no,2024-07-01
21648,33,management,married,tertiary,no,89,yes,no,cellular,30,jul,61,4,-1,0,unknown,no,2024-07-01
21651,29,admin.,single,secondary,no,345,yes,yes,cellular,30,jul,98,13,-1,0,unknown,no,2024-07-01
21654,56,unemployed,married,unknown,no,846,yes,no,telephone,30,jul,213,7,-1,0,unknown,no,2024-07-01
21662,34,admin.,married,secondary,no,244,yes,no,cellular,31,jul,56,4,-1,0,unknown,no,2024-07-01
21664,50,technician,married,tertiary,no,3337,yes,yes,telephone,31,jul,24,14,-1,0,unknown,no,2024-07-01
21671,39,admin.,married,secondary,no,70,yes,no,cellular,31,jul,13,11,-1,0,unknown,no,2024-07-01
21677,41,services,married,unknown,no,5980,yes,no,cellular,31,jul,150,3,-1,0,unknown,no,2024-07-01
21681,45,management,divorced,secondary,no,51,yes,no,cellular,31,jul,67,8,-1,0,unknown,no,2024-07-01
21689,38,unemployed,married,primary,no,311,no,no,telephone,31,jul,80,11,-1,0,unknown,no,2024-07-01
21694,48,management,married,tertiary,no,10347,yes,no,cellular,31,jul,153,6,-1,0,unknown,no,2024-07-01
21697,59,retired,married,unknown,no,201,no,no,cellular,31,jul,69,7,-1,0,unknown,no,2024-07-01
21703,48,blue-collar,married,primary,no,816,yes,no,cellular,31,jul,114,7,-1,0,unknown,no,2024-07-01
21709,37,blue-collar,married,secondary,no,417,no,no,cellular,31,jul,1212,5,-1,0,unknown,no,2024-07-01
21712,53,retired,married,primary,no,118,no,no,telephone,31,jul,176,5,-1,0,unknown,no,2024-07-01
21723,36,self-employed,single,tertiary,no,1240,no,no,cellular,31,jul,812,3,-1,0,unknown,yes,2024-07-01
21724,35,technician,single,tertiary,no,6763,no,no,telephone,31,jul,23,4,-1,0,unknown,no,2024-07-01
21732,46,management,married,tertiary,no,1139,no,no,cellular,31,jul,466,4,-1,0,unknown,no,2024-07-01
21737,48,retired,married,primary,no,1591,no,no,cellular,31,jul,217,4,-1,0,unknown,no,2024-07-01
21746,39,services,divorced,secondary,no,42,no,no,cellular,31,jul,75,2,-1,0,unknown,no,2024-07-01
21750,57,management,married,tertiary,no,179,no,no,cellular,31,jul,190,2,-1,0,unknown,no,2024-07-01
21752,37,technician,married,secondary,no,703,no,no,cellular,31,jul,92,2,-1,0,unknown,no,2024-07-01
21761,41,blue-collar,married,secondary,no,750,yes,no,cellular,31,jul,207,2,-1,0,unknown,no,2024-07-01
21764,37,technician,married,secondary,no,1063,yes,no,cellular,31,jul,413,2,-1,0,unknown,no,2024-07-01
21767,41,technician,married,secondary,no,799,no,no,cellular,31,jul,125,6,-1,0,unknown,no,2024-07-01
21775,25,blue-collar,married,secondary,no,2307,yes,no,cellular,31,jul,104,5,-1,0,unknown,no,2024-07-01
21779,58,retired,married,secondary,no,53,no,no,cellular,31,jul,102,2,-1,0,unknown,no,2024-07-01
21785,38,blue-collar,married,secondary,no,264,yes,no,telephone,31,jul,15,2,-1,0,unknown,no,2024-07-01
21804,42,admin.,divorced,secondary,no,490,no,no,cellular,31,jul,196,4,-1,0,unknown,no,2024-07-01
21807,41,management,married,unknown,no,944,no,no,cellular,31,jul,81,2,-1,0,unknown,no,2024-07-01
21808,46,self-employed,married,secondary,no,390,yes,no,cellular,31,jul,208,2,-1,0,unknown,no,2024-07-01
21809,59,retired,married,primary,no,3079,no,no,telephone,31,jul,19,2,-1,0,unknown,no,2024-07-01
21811,48,management,married,unknown,no,970,no,no,cellular,31,jul,67,2,-1,0,unknown,no,2024-07-01
21817,42,technician,married,tertiary,no,1079,no,no,cellular,31,jul,61,2,-1,0,unknown,no,2024-07-01
21819,56,entrepreneur,divorced,tertiary,no,3846,no,no,cellular,31,jul,86,7,-1,0,unknown,no,2024-07-01
21824,57,admin.,married,secondary,no,340,no,yes,cellular,31,jul,167,2,-1,0,unknown,no,2024-07-01
21829,35,blue-collar,married,secondary,no,86,no,no,cellular,19,nov,127,1,111,2,failure,no,2024-11-01
21831,40,blue-collar,married,secondary,no,4853,no,no,cellular,31,jul,234,2,-1,0,unknown,no,2024-07-01
21838,35,blue-collar,married,secondary,no,-518,yes,no,cellular,31,jul,46,5,-1,0,unknown,no,2024-07-01
21839,47,admin.,married,secondary,no,3936,yes,no,telephone,31,jul,15,2,-1,0,unknown,no,2024-07-01
21840,37,blue-collar,married,unknown,no,557,no,no,cellular,31,jul,47,2,-1,0,unknown,no,2024-07-01
21844,59,blue-collar,married,primary,no,595,no,no,telephone,31,jul,208,7,-1,0,unknown,no,2024-07-01
21849,41,blue-collar,married,secondary,no,4900,yes,no,telephone,31,jul,121,2,-1,0,unknown,no,2024-07-01
21854,48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,725,4,-1,0,unknown,yes,2024-07-01
21857,49,management,single,primary,no,548,no,no,telephone,31,jul,115,6,-1,0,unknown,no,2024-07-01
21864,40,technician,married,secondary,no,296,no,no,cellular,31,jul,253,2,-1,0,unknown,no,2024-07-01
21865,45,services,married,secondary,no,27,yes,yes,cellular,31,jul,43,2,-1,0,unknown,no,2024-07-01
21869,47,blue-collar,married,secondary,no,846,yes,no,cellular,31,jul,437,2,-1,0,unknown,no,2024-07-01
21876,52,technician,married,secondary,no,-1076,yes,no,cellular,31,jul,58,2,-1,0,unknown,no,2024-07-01
21878,46,services,married,secondary,no,-522,yes,no,cellular,31,jul,61,2,-1,0,unknown,no,2024-07-01
21884,58,housemaid,married,tertiary,no,2858,no,no,cellular,31,jul,56,6,-1,0,unknown,no,2024-07-01
21886,43,technician,single,secondary,yes,685,yes,no,cellular,18,nov,78,1,110,2,failure,no,2024-11-01
